C4Q4D = PSS Confident about your ability to handle your personal problems,C4Q4G = PSS Able to control irritations in your life,C4Q4H = PSS Felt that you were on top of things,C4Q18D = GDLIFE Have the ability to make a good effort at something and stick to it,C4Q16B = GDLIFE In most ways my life is close to my ideal.,C4Q16C = GDLIFE The conditions of my life are excellent.,C4Q16D = GDLIFE I am satisfied with my life.,C4Q16E = GDLIFE So far I have gotten the important things I want in life,C4Q18D = GDLIFE Have the ability to make a good effort at something and stick to it,C4Q18H = GDLIFE To give something back to society,C1PB1=Highest level of education completed,B1PGENDER = Gender,C4H85 = Marital status changed - Current status,total_physical_activity
-1.0967786623704134,0.31276812838743795,-1.1375661217524315,-0.6448154799243291,-0.06377400051316721,0.10337894214831068,-0.07444469976787313,-0.28535720298629114,-0.6448154799243291,0.5305988689214468,-0.012329555458192979,-0.9488503924786837,0.2649599110784961,1.7148063190215317
-1.0967786623704134,0.31276812838743795,-1.1375661217524315,-0.6448154799243291,-0.06377400051316721,0.10337894214831068,-0.07444469976787313,-0.28535720298629114,-0.6448154799243291,0.5305988689214468,-0.012329555458192979,-0.9488503924786837,0.2649599110784961,1.7148063190215317
-1.0967786623704134,0.31276812838743795,-1.1375661217524315,-0.6448154799243291,-0.06377400051316721,0.10337894214831068,-0.07444469976787313,-0.28535720298629114,-0.6448154799243291,0.5305988689214468,-0.012329555458192979,-0.9488503924786837,0.2649599110784961,1.7148063190215317
-1.0967786623704134,0.31276812838743795,-1.1375661217524315,-0.6448154799243291,-0.06377400051316721,0.10337894214831068,-0.07444469976787313,-0.28535720298629114,-0.6448154799243291,0.5305988689214468,-0.012329555458192979,-0.9488503924786837,0.2649599110784961,1.7148063190215317
-1.0967786623704134,0.31276812838743795,-1.1375661217524315,-0.6448154799243291,-0.06377400051316721,0.10337894214831068,-0.07444469976787313,-0.28535720298629114,-0.6448154799243291,0.5305988689214468,-0.012329555458192979,-0.9488503924786837,0.2649599110784961,1.7148063190215317
-1.0967786623704134,0.31276812838743795,-1.1375661217524315,-0.6448154799243291,-0.06377400051316721,0.10337894214831068,-0.07444469976787313,-0.28535720298629114,-0.6448154799243291,0.5305988689214468,-0.012329555458192979,-0.9488503924786837,0.2649599110784961,1.7148063190215317
-1.0967786623704134,0.31276812838743795,-1.1375661217524315,-0.6448154799243291,-0.06377400051316721,0.10337894214831068,-0.07444469976787313,-0.28535720298629114,-0.6448154799243291,0.5305988689214468,-0.012329555458192979,-0.9488503924786837,0.2649599110784961,1.7148063190215317
-1.0967786623704134,0.31276812838743795,-1.1375661217524315,-0.6448154799243291,-0.06377400051316721,0.10337894214831068,-0.07444469976787313,-0.28535720298629114,-0.6448154799243291,0.5305988689214468,-0.012329555458192979,-0.9488503924786837,0.2649599110784961,1.7148063190215317
-1.0967786623704134,0.31276812838743795,-1.1375661217524315,-0.6448154799243291,-0.06377400051316721,0.10337894214831068,-0.07444469976787313,-0.28535720298629114,-0.6448154799243291,0.5305988689214468,-0.012329555458192979,-0.9488503924786837,0.2649599110784961,1.7148063190215317
-1.0967786623704134,0.31276812838743795,-1.1375661217524315,-0.6448154799243291,-0.06377400051316721,0.10337894214831068,-0.07444469976787313,-0.28535720298629114,-0.6448154799243291,0.5305988689214468,-0.8376012757172479,0.6421788282566205,0.2649599110784961,1.7148063190215317
